PNo,行動回数,体力,敏捷,器用,魔力,精神,武器,スキル,CRIフラグ,必殺技フラグ,ダメージ
1221,2,60,80,90,130,140,杖,マジックアロー,False,False,46
1224,1,130,90,130,50,100,斧,スラッシュ,False,False,79
1224,2,130,90,130,50,100,斧,スラッシュ,False,False,63
1224,3,130,90,130,50,100,斧,スラッシュ,False,False,56
1225,2,100,150,150,50,50,短剣,スラッシュ,False,False,11
1225,3,100,150,150,50,50,短剣,スラッシュ,False,False,12
1226,1,150,50,100,150,50,斧,スラッシュ,False,True,35
1226,2,150,50,100,150,50,斧,スラッシュ,False,False,38
1226,3,150,50,100,150,50,斧,スラッシュ,False,False,54
1227,2,150,50,100,150,50,斧,スラッシュ,False,False,43
1227,3,150,50,100,150,50,斧,スラッシュ,False,False,43
1228,1,50,100,50,150,150,魔導石,マジックブレイク,False,False,84
1228,2,50,100,50,150,150,魔導石,マジックブレイク,False,False,82
1228,3,50,100,50,150,150,魔導石,マジックブレイク,False,False,86
1229,3,70,80,80,150,120,魔導石,マジックアロー,False,False,62
1230,1,100,150,150,50,50,槍,チャージ,False,False,19
1231,2,150,50,150,50,100,錨,チャージ,False,False,75
1231,3,150,50,150,50,100,錨,チャージ,True,False,161
1232,2,70,100,100,120,110,杖,マジックブラスト,False,False,71
1232,3,70,100,100,120,110,杖,マジックブラスト,False,False,59
1233,1,50,50,150,150,100,網,マジックブレイク,False,False,81
1233,2,50,50,150,150,100,網,マジックブレイク,False,False,89
1234,1,150,50,50,100,150,魔導石,通常攻撃,False,False,35
1234,2,150,50,50,100,150,魔導石,通常攻撃,False,False,39
1235,2,100,120,110,70,100,銛,通常攻撃,False,False,9
1235,3,100,120,110,70,100,銛,通常攻撃,False,False,12
1236,2,50,100,50,150,150,杖,マジックアロー,False,False,66
1236,3,50,100,50,150,150,杖,マジックアロー,False,False,64
1237,1,50,100,50,150,150,魔導石,通常攻撃,False,False,47
1237,2,50,100,50,150,150,魔導石,通常攻撃,False,False,45
1237,3,50,100,50,150,150,魔導石,通常攻撃,False,False,47
1240,1,150,50,150,50,100,槍,スラッシュ,False,False,27
1240,2,150,50,150,50,100,槍,スラッシュ,False,False,39
1240,3,150,50,150,50,100,槍,スラッシュ,False,True,36
1241,2,100,150,150,50,50,錨,シュート,False,False,35
1242,1,150,90,120,50,90,長剣,スラッシュ,False,False,30
1242,2,150,90,120,50,90,長剣,スラッシュ,False,False,22
1243,3,100,150,90,70,90,短剣,通常攻撃,False,False,7
1244,1,100,150,150,50,50,ボウガン,シュート,False,False,21
1245,1,50,80,70,150,150,魔導石,マジックブレイク,False,False,79
1245,2,50,80,70,150,150,魔導石,マジックブレイク,False,False,90
1245,3,50,80,70,150,150,魔導石,マジックブレイク,False,False,75
1246,1,120,120,120,50,90,槍,スラッシュ,False,False,35
1246,2,120,120,120,50,90,槍,スラッシュ,False,False,19
1246,3,120,120,120,50,90,槍,スラッシュ,True,False,62
1247,1,50,150,100,150,50,魔導石,マジックアロー,False,False,65
1247,2,50,150,100,150,50,魔導石,マジックアロー,False,False,70
1247,3,50,150,100,150,50,魔導石,マジックアロー,False,False,66
1248,1,150,50,50,100,150,魔導石,通常攻撃,False,False,39
1248,2,150,50,50,100,150,魔導石,通常攻撃,False,False,28
1248,3,150,50,50,100,150,魔導石,通常攻撃,False,False,32
1249,1,50,130,90,150,80,魔導石,マジックブレイク,False,False,67
1249,2,50,130,90,150,80,魔導石,マジックブレイク,False,False,68
1249,3,50,130,90,150,80,魔導石,マジックブレイク,False,False,86
1250,1,150,50,50,150,100,杖,マジックアロー,False,False,69
1250,2,150,50,50,150,100,杖,マジックブレイク,False,True,104
1250,3,150,50,50,150,100,杖,マジックアロー,False,False,67
1251,1,50,150,50,150,100,杖,マジックアロー,False,False,57
1251,2,50,150,50,150,100,杖,マジックアロー,False,False,66
1251,3,50,150,50,150,100,杖,マジックアロー,False,False,56
1252,1,150,50,50,150,100,魔導石,マジックブラスト,False,False,64
1252,2,150,50,50,150,100,魔導石,マジックブラスト,False,False,65
1252,3,150,50,50,150,100,魔導石,マジックブラスト,False,False,64
1253,2,120,130,120,50,80,槍,チャージ,False,False,20
1254,1,100,100,50,150,100,魔導石,マジックブラスト,False,False,79
1254,2,100,100,50,150,100,魔導石,マジックブラスト,False,False,77
1254,3,100,100,50,150,100,魔導石,マジックブラスト,False,True,99
1255,3,150,50,150,50,100,槍,スラッシュ,True,False,76
1256,1,150,150,50,100,50,細剣,マジックブラスト,False,False,56
1256,2,150,150,50,100,50,細剣,マジックブラスト,False,False,54
1256,3,150,150,50,100,50,細剣,マジックブラスト,False,False,53
1257,2,140,60,90,70,140,網,通常攻撃,False,False,11
1257,3,140,60,90,70,140,網,通常攻撃,False,False,7
1258,1,150,50,50,100,150,長剣,マジックブレイク,False,True,64
1258,2,150,50,50,100,150,長剣,スラッシュ,False,False,24
1258,3,150,50,50,100,150,長剣,スラッシュ,False,False,17
1259,2,50,150,100,150,50,ボウガン,マジックアロー,False,False,54
1259,3,50,150,100,150,50,ボウガン,マジックアロー,False,False,64
1260,1,70,50,80,150,150,魔導石,マジックアロー,False,False,63
1260,2,70,50,80,150,150,魔導石,マジックアロー,False,False,61
1260,3,70,50,80,150,150,魔導石,マジックアロー,False,False,54
1261,1,120,150,90,50,90,格闘,チャージ,False,False,10
1261,2,120,150,90,50,90,格闘,チャージ,False,False,10
1261,3,120,150,90,50,90,格闘,チャージ,False,False,17
1261,4,120,150,90,50,90,格闘,チャージ,False,False,15
1262,2,150,130,120,50,50,ボウガン,スラッシュ,False,False,27
1262,3,150,130,120,50,50,ボウガン,スラッシュ,False,False,39
1263,2,60,120,60,150,110,魔導石,マジックアロー,False,False,70
1263,3,60,120,60,150,110,魔導石,マジックアロー,False,False,51
1264,2,100,150,150,50,50,短剣,スラッシュ,True,False,34
1264,3,100,150,150,50,50,短剣,スラッシュ,False,False,12
1265,2,50,150,50,150,100,網,マジックアロー,False,False,57
1267,1,130,80,120,50,120,槍,チャージ,False,False,24
1267,2,130,80,120,50,120,槍,チャージ,False,False,37
1267,3,130,80,120,50,120,槍,チャージ,False,False,36
1268,1,150,50,150,50,100,長剣,スラッシュ,False,True,34
1268,2,150,50,150,50,100,長剣,チャージ,True,False,76
1268,3,150,50,150,50,100,長剣,チャージ,False,False,33
1269,1,80,130,60,150,80,魔導石,マジックブラスト,False,False,71
1269,2,80,130,60,150,80,魔導石,マジックブラスト,False,False,62
1269,3,80,130,60,150,80,魔導石,マジックブラスト,False,False,85
1270,2,80,110,50,150,110,魔導石,マジックアロー,False,False,48
1270,3,80,110,50,150,110,魔導石,マジックアロー,False,True,86
1271,1,150,100,150,50,50,長剣,スラッシュ,False,False,38
1271,2,150,100,150,50,50,長剣,スラッシュ,False,False,31
1271,3,150,100,150,50,50,長剣,スラッシュ,False,False,35
1272,2,150,50,100,50,150,槍,スラッシュ,False,False,33
1273,1,50,150,150,50,100,短剣,スラッシュ,True,False,28
1273,2,50,150,150,50,100,短剣,スラッシュ,False,False,10
1273,3,50,150,150,50,100,短剣,スラッシュ,False,False,12
1274,1,50,50,100,150,150,魔導石,マジックブラスト,False,False,78
1275,1,150,130,120,50,50,槍,スラッシュ,False,False,34
1275,2,150,130,120,50,50,槍,スラッシュ,False,False,35
1275,3,150,130,120,50,50,槍,スラッシュ,False,False,22
1276,2,50,100,100,150,100,魔導石,マジックアロー,False,False,58
1276,3,50,100,100,150,100,魔導石,マジックアロー,False,False,72
1277,1,150,50,100,50,150,長剣,通常攻撃,False,False,25
1277,2,150,50,100,50,150,長剣,通常攻撃,False,False,17
1277,3,150,50,100,50,150,長剣,通常攻撃,False,False,19
1278,4,150,120,100,50,80,格闘,チャージ,False,False,17
1278,5,150,120,100,50,80,格闘,チャージ,False,False,20
1279,1,150,50,50,150,100,魔導石,通常攻撃,False,False,48
1279,2,150,50,50,150,100,魔導石,通常攻撃,False,False,53
1279,3,150,50,50,150,100,魔導石,マジックブラスト,False,True,109
1280,2,100,150,150,50,50,格闘,スラッシュ,False,False,17
1280,3,100,150,150,50,50,格闘,スラッシュ,False,False,11
1280,4,100,150,150,50,50,格闘,スラッシュ,False,False,12
1280,5,100,150,150,50,50,格闘,スラッシュ,False,False,14
1281,1,150,50,100,50,150,錨,通常攻撃,False,False,30
1281,3,150,50,100,50,150,錨,通常攻撃,False,False,51
1283,1,150,100,150,50,50,長剣,スラッシュ,False,False,38
1283,2,150,100,150,50,50,長剣,スラッシュ,False,False,27
1283,3,150,100,150,50,50,長剣,スラッシュ,False,False,35
1284,1,150,50,50,100,150,杖,通常攻撃,False,False,20
1284,3,150,50,50,100,150,杖,通常攻撃,False,False,18
1285,1,100,50,50,150,150,杖,通常攻撃,False,False,28
1285,3,100,50,50,150,150,杖,通常攻撃,False,False,28
1286,1,150,50,100,50,150,網,シュート,False,False,9
1286,2,150,50,100,50,150,網,シュート,False,False,7
1286,3,150,50,100,50,150,網,シュート,False,False,9
1288,2,100,100,50,100,150,魔導石,通常攻撃,False,False,28
1288,3,100,100,50,100,150,魔導石,通常攻撃,False,False,40
1289,1,50,100,150,150,50,魔導石,マジックブレイク,False,False,77
1289,2,50,100,150,150,50,魔導石,マジックブレイク,False,False,74
1289,3,50,100,150,150,50,魔導石,マジックブレイク,False,False,85
1290,1,150,50,50,150,100,杖,マジックブレイク,False,False,75
1290,2,150,50,50,150,100,杖,マジックブレイク,False,False,78
1290,3,150,50,50,150,100,杖,マジックブレイク,False,True,88
1291,2,130,120,100,50,100,長剣,スラッシュ,False,False,24
1291,3,130,120,100,50,100,長剣,スラッシュ,False,False,19
1292,1,150,80,100,60,110,長剣,スラッシュ,False,False,18
1292,2,150,80,100,60,110,長剣,スラッシュ,False,False,23
1292,3,150,80,100,60,110,長剣,スラッシュ,False,False,16
1294,2,120,150,130,50,50,斧,スラッシュ,False,False,81
1294,3,120,150,130,50,50,斧,スラッシュ,False,False,76
1295,1,150,150,100,50,50,細剣,スラッシュ,True,False,54
1295,3,150,150,100,50,50,細剣,スラッシュ,False,False,18
1296,1,100,50,150,50,150,格闘,通常攻撃,False,False,7
1296,2,100,50,150,50,150,格闘,通常攻撃,False,False,7
1296,3,100,50,150,50,150,格闘,通常攻撃,False,False,7
1297,1,150,100,150,50,50,斧,チャージ,False,False,94
1297,2,150,100,150,50,50,斧,チャージ,False,False,95
1297,3,150,100,150,50,50,斧,スラッシュ,False,False,83
1298,2,150,100,100,60,90,斧,チャージ,False,False,53
1298,3,150,100,100,60,90,斧,チャージ,False,False,81
1299,1,150,50,100,50,150,斧,通常攻撃,False,False,42
1300,2,50,150,50,150,100,魔導石,マジックブレイク,False,False,86
1300,3,50,150,50,150,100,魔導石,マジックブレイク,False,False,64
1301,3,90,90,90,140,90,魔導石,マジックアロー,False,False,62
1302,1,50,150,120,50,130,網,シュート,False,False,7
1303,2,50,150,50,150,100,魔導石,マジックブレイク,False,False,84
1303,3,50,150,50,150,100,魔導石,マジックブレイク,False,True,107
1304,2,150,100,100,50,100,格闘,スラッシュ,True,False,28
1304,3,150,100,100,50,100,格闘,スラッシュ,False,False,13
1304,4,150,100,100,50,100,格闘,スラッシュ,False,False,13
1306,1,50,150,50,100,150,杖,マジックブレイク,False,False,51
1306,2,50,150,50,100,150,杖,マジックブレイク,False,False,53
1306,3,50,150,50,100,150,杖,マジックブレイク,False,False,49
1307,1,120,110,120,50,100,短剣,シュート,False,False,10
1307,2,120,110,120,50,100,短剣,シュート,False,False,7
1307,3,120,110,120,50,100,短剣,シュート,False,False,9
1308,1,60,70,100,150,120,魔導石,通常攻撃,False,False,46
1308,2,60,70,100,150,120,魔導石,通常攻撃,False,False,51
1308,3,60,70,100,150,120,魔導石,通常攻撃,False,False,44
1310,3,50,130,120,50,150,網,通常攻撃,False,False,3
1311,1,130,60,90,100,120,錨,マジックブラスト,False,False,60
1311,2,130,60,90,100,120,錨,マジックブラスト,False,False,54
1311,3,130,60,90,100,120,錨,マジックブラスト,False,False,46
1312,2,150,50,100,50,150,斧,チャージ,True,False,136
1313,1,70,50,100,150,130,魔導石,マジックブレイク,False,False,82
1313,2,70,50,100,150,130,魔導石,マジックブレイク,False,False,90
1313,3,70,50,100,150,130,魔導石,マジックブレイク,False,False,89
1314,1,150,50,50,100,150,魔導石,通常攻撃,False,False,35
1314,2,150,50,50,100,150,魔導石,通常攻撃,False,False,38
1314,3,150,50,50,100,150,魔導石,通常攻撃,False,False,29
1315,2,120,150,110,50,70,細剣,チャージ,False,False,19
1315,3,120,150,110,50,70,細剣,チャージ,False,False,23
1315,4,120,150,110,50,70,細剣,チャージ,False,False,14
1317,1,100,140,100,60,100,銛,スラッシュ,False,False,16
1317,2,100,140,100,60,100,銛,スラッシュ,False,False,15
1317,3,100,140,100,60,100,銛,チャージ,False,False,20
1318,2,130,150,120,50,50,格闘,スラッシュ,False,False,15
1318,3,130,150,120,50,50,格闘,スラッシュ,False,True,20
1318,4,130,150,120,50,50,格闘,スラッシュ,False,False,15
1320,3,100,150,100,50,100,銛,通常攻撃,False,False,13
1320,4,100,150,100,50,100,銛,通常攻撃,False,False,9
1321,1,50,150,50,150,100,魔導石,マジックブレイク,False,False,74
1321,2,50,150,50,150,100,魔導石,マジックブレイク,False,False,86
1321,3,50,150,50,150,100,魔導石,マジックブレイク,False,False,80
1322,1,150,50,100,50,150,錨,スラッシュ,False,False,32
1322,2,150,50,100,50,150,錨,スラッシュ,False,False,64
1322,3,150,50,100,50,150,錨,スラッシュ,False,False,41
1323,3,70,150,60,110,110,魔導石,マジックアロー,False,False,41
1324,2,150,100,150,50,50,斧,スラッシュ,False,False,94
1324,3,150,100,150,50,50,斧,スラッシュ,False,False,80
1325,1,50,150,150,50,100,短剣,チャージ,False,False,8
1325,2,50,150,150,50,100,短剣,チャージ,False,False,15
1325,3,50,150,150,50,100,短剣,チャージ,False,False,8
1326,1,50,150,100,150,50,短剣,スラッシュ,False,False,8
1326,2,50,150,100,150,50,短剣,スラッシュ,False,False,6
1327,2,150,150,100,50,50,長剣,スラッシュ,False,False,35
1327,3,150,150,100,50,50,長剣,スラッシュ,False,False,31
1328,1,120,130,150,50,50,短剣,チャージ,False,False,11
1329,1,150,50,150,50,100,長剣,スラッシュ,False,False,27
1330,3,150,150,100,50,50,格闘,チャージ,False,False,14
1330,4,150,150,100,50,50,格闘,チャージ,False,False,20
1330,5,150,150,100,50,50,格闘,チャージ,False,False,17
1330,6,150,150,100,50,50,格闘,チャージ,False,False,19
1331,1,50,150,150,50,100,格闘,スラッシュ,False,False,12
1331,3,50,150,150,50,100,格闘,スラッシュ,False,False,10
1332,1,50,150,150,50,100,短剣,スラッシュ,False,False,13
1332,2,50,150,150,50,100,短剣,スラッシュ,False,False,8
1332,3,50,150,150,50,100,短剣,スラッシュ,False,False,9
1333,1,80,100,80,120,120,魔導石,マジックアロー,False,False,46
1334,1,50,100,100,150,100,魔導石,マジックブラスト,False,False,82
1334,2,50,100,100,150,100,魔導石,マジックブラスト,False,False,83
1334,3,50,100,100,150,100,魔導石,マジックブラスト,False,False,86
1335,1,50,100,50,150,150,杖,マジックアロー,False,False,64
1335,2,50,100,50,150,150,杖,マジックアロー,False,False,59
1335,3,50,100,50,150,150,杖,マジックアロー,False,False,69
1337,2,150,50,50,100,150,杖,マジックブラスト,False,False,43
1339,3,150,150,50,50,100,長剣,チャージ,False,False,31
1340,2,90,140,110,70,90,格闘,マジックアロー,False,False,35
1340,3,90,140,110,70,90,格闘,マジックアロー,False,False,36
1340,4,90,140,110,70,90,格闘,マジックアロー,False,False,31
1341,2,150,50,50,100,150,杖,通常攻撃,False,False,23
1342,1,50,150,50,150,100,魔導石,マジックアロー,False,False,69
1342,2,50,150,50,150,100,魔導石,マジックアロー,False,False,57
1342,3,50,150,50,150,100,魔導石,マジックアロー,False,False,67
1343,1,120,120,120,50,90,銛,シュート,False,False,16
1343,3,120,120,120,50,90,銛,シュート,False,False,15
1344,1,120,150,50,90,90,魔導石,マジックブラスト,False,False,45
1344,2,120,150,50,90,90,魔導石,マジックブラスト,False,False,41
1345,1,150,150,80,60,60,短剣,スラッシュ,False,False,13
1345,2,150,150,80,60,60,短剣,スラッシュ,False,False,9
1345,3,150,150,80,60,60,短剣,スラッシュ,False,False,11
1346,1,70,70,90,150,120,魔導石,マジックブラスト,False,False,80
1346,2,70,70,90,150,120,魔導石,マジックブラスト,False,False,85
1346,3,70,70,90,150,120,魔導石,マジックブラスト,False,False,86
1347,3,150,150,50,50,100,長剣,スラッシュ,False,False,29
1348,2,70,150,70,110,100,魔導石,マジックブレイク,False,False,58
1348,3,70,150,70,110,100,魔導石,マジックブレイク,False,False,56
1349,1,50,50,150,150,100,魔導石,マジックブラスト,False,False,75
1349,2,50,50,150,150,100,魔導石,マジックブラスト,False,False,78
1349,3,50,50,150,150,100,魔導石,マジックアロー,False,False,54
1350,2,150,150,100,50,50,細剣,通常攻撃,False,False,10
1350,3,150,150,100,50,50,細剣,通常攻撃,False,False,16
1351,2,50,150,150,100,50,魔導石,マジックブラスト,False,False,44
1351,3,50,150,150,100,50,魔導石,マジックブラスト,False,False,60
1352,2,50,150,100,150,50,魔導石,マジックブラスト,False,False,75
1352,3,50,150,100,150,50,魔導石,マジックブラスト,False,False,87
1353,1,80,120,80,120,100,魔導石,通常攻撃,False,False,42
1353,3,80,120,80,120,100,魔導石,通常攻撃,False,False,39
1354,1,50,100,50,150,150,魔導石,マジックアロー,False,False,72
1354,2,50,100,50,150,150,魔導石,マジックアロー,False,False,59
1354,3,50,100,50,150,150,魔導石,マジックアロー,False,False,55
1355,3,100,150,150,50,50,格闘,通常攻撃,False,False,10
1355,4,100,150,150,50,50,格闘,通常攻撃,True,False,20
1355,5,100,150,150,50,50,格闘,通常攻撃,True,False,20
1356,1,120,110,150,60,60,斧,スラッシュ,False,False,60
1356,2,120,110,150,60,60,斧,スラッシュ,False,False,57
1356,3,120,110,150,60,60,斧,スラッシュ,False,False,81
1357,1,120,110,150,60,60,斧,チャージ,False,False,90
1357,3,120,110,150,60,60,斧,チャージ,False,False,87
1358,1,150,100,150,50,50,錨,スラッシュ,False,True,53
1358,2,150,100,150,50,50,錨,スラッシュ,False,False,37
1358,3,150,100,150,50,50,錨,スラッシュ,False,False,58
1359,1,150,150,50,50,100,長剣,スラッシュ,True,False,52
1359,2,150,150,50,50,100,長剣,スラッシュ,True,False,52
1360,1,150,50,50,150,100,魔導石,マジックブラスト,False,False,64
1360,2,150,50,50,150,100,魔導石,マジックアロー,False,True,76
1360,3,150,50,50,150,100,魔導石,マジックブラスト,False,False,85
1361,1,100,150,150,50,50,短剣,スラッシュ,True,False,34
1361,2,100,150,150,50,50,短剣,スラッシュ,False,False,17
1361,3,100,150,150,50,50,短剣,スラッシュ,False,False,16
1362,1,150,80,120,50,100,錨,スラッシュ,False,False,60
1362,3,150,80,120,50,100,錨,スラッシュ,False,False,76
1363,1,60,130,50,150,110,魔導石,マジックブラスト,False,False,71
1363,2,60,130,50,150,110,魔導石,マジックブラスト,False,False,88
1363,3,60,130,50,150,110,魔導石,マジックブラスト,False,False,82
1364,1,150,50,50,150,100,魔導石,マジックブレイク,False,False,75
1364,2,150,50,50,150,100,魔導石,マジックブレイク,False,False,69
1364,3,150,50,50,150,100,魔導石,マジックブレイク,False,False,75
1366,1,150,120,130,50,50,格闘,チャージ,False,False,16
1366,3,150,120,130,50,50,格闘,チャージ,False,False,16
1366,4,150,120,130,50,50,格闘,チャージ,False,False,18
1367,2,150,120,130,50,50,錨,スラッシュ,False,False,73
1368,2,150,150,100,50,50,斧,スラッシュ,False,False,69
1368,3,150,150,100,50,50,斧,スラッシュ,False,False,62
1369,2,100,50,50,150,150,魔導石,マジックブラスト,False,False,85
1369,3,100,50,50,150,150,魔導石,マジックブラスト,False,False,72
1370,1,150,100,150,50,50,斧,スラッシュ,True,False,148
1370,2,150,100,150,50,50,斧,スラッシュ,False,False,57
1371,2,70,100,90,150,90,魔導石,マジックアロー,False,False,58
1371,3,70,100,90,150,90,魔導石,マジックアロー,False,False,49
1372,1,150,50,100,50,150,長剣,通常攻撃,False,False,13
1372,2,150,50,100,50,150,長剣,通常攻撃,False,False,17
1372,3,150,50,100,50,150,長剣,通常攻撃,False,False,15
1373,2,150,50,150,50,100,錨,スラッシュ,False,False,36
1373,3,150,50,150,50,100,錨,スラッシュ,False,False,79
1374,1,150,50,100,50,150,錨,スラッシュ,False,False,48
1374,2,150,50,100,50,150,錨,スラッシュ,False,False,34
1375,2,100,150,150,50,50,短剣,スラッシュ,False,False,11
1375,3,100,150,150,50,50,短剣,スラッシュ,False,False,17
1376,3,50,150,50,150,100,魔導石,マジックアロー,False,True,60
1377,1,60,110,150,70,110,ボウガン,通常攻撃,False,False,11
1377,2,60,110,150,70,110,ボウガン,通常攻撃,False,False,9
1377,3,60,110,150,70,110,ボウガン,通常攻撃,False,False,10
1379,1,50,150,90,120,90,魔導石,マジックアロー,False,False,49
1379,2,50,150,90,120,90,魔導石,マジックアロー,False,False,52
1379,3,50,150,90,120,90,魔導石,マジックアロー,False,False,42
1380,1,150,50,50,150,100,魔導石,マジックブラスト,False,False,71
1380,2,150,50,50,150,100,魔導石,マジックブラスト,False,False,63
1380,3,150,50,50,150,100,魔導石,マジックブラスト,False,True,90
1381,1,110,130,120,60,80,短剣,スラッシュ,False,True,10
1381,2,110,130,120,60,80,短剣,スラッシュ,False,False,12
1381,3,110,130,120,60,80,短剣,スラッシュ,False,False,16
1382,1,150,50,50,100,150,杖,通常攻撃,False,False,18
1382,2,150,50,50,100,150,杖,通常攻撃,False,False,21
1382,3,150,50,50,100,150,杖,通常攻撃,False,False,11
1383,1,150,50,100,50,150,錨,通常攻撃,False,False,41
1383,3,150,50,100,50,150,錨,通常攻撃,False,False,52
1384,2,50,100,50,150,150,魔導石,マジックブレイク,False,False,91
1384,3,50,100,50,150,150,魔導石,マジックブレイク,False,False,80
1385,1,50,50,150,150,100,魔導石,マジックアロー,False,False,69
1385,2,50,50,150,150,100,魔導石,マジックアロー,False,False,63
1386,1,150,50,100,50,150,槍,チャージ,False,False,31
1386,2,150,50,100,50,150,槍,チャージ,False,False,18
1386,3,150,50,100,50,150,槍,チャージ,False,False,36
1387,1,150,150,100,50,50,格闘,チャージ,False,False,13
1387,2,150,150,100,50,50,格闘,スラッシュ,True,False,30
1387,3,150,150,100,50,50,格闘,スラッシュ,False,False,12
1387,4,150,150,100,50,50,格闘,スラッシュ,False,False,13
1388,1,150,100,100,50,100,錨,スラッシュ,False,False,55
1388,2,150,100,100,50,100,錨,チャージ,False,True,91
1389,1,50,50,100,150,150,魔導石,マジックブラスト,False,False,92
1389,2,50,50,100,150,150,魔導石,マジックブラスト,False,False,75
1389,3,50,50,100,150,150,魔導石,マジックブラスト,False,False,81
1390,1,150,70,100,80,100,斧,チャージ,False,False,79
1390,3,150,70,100,80,100,斧,チャージ,False,True,83
1391,1,50,50,100,150,150,杖,マジックアロー,False,False,70
1391,2,50,50,100,150,150,杖,マジックアロー,False,False,53
1391,3,50,50,100,150,150,杖,マジックアロー,False,False,55
1392,3,150,150,100,50,50,格闘,チャージ,False,False,16
1392,4,150,150,100,50,50,格闘,チャージ,False,False,10
1392,5,150,150,100,50,50,格闘,チャージ,False,False,17
1393,1,100,150,100,50,100,槍,チャージ,False,False,24
1393,2,100,150,100,50,100,槍,チャージ,False,False,23
1393,3,100,150,100,50,100,槍,チャージ,False,True,42
1394,1,120,50,100,130,100,網,マジックブラスト,False,False,75
1394,2,120,50,100,130,100,網,マジックブラスト,False,False,64
1394,3,120,50,100,130,100,網,マジックブラスト,False,True,100
1395,1,50,100,50,150,150,魔導石,マジックアロー,False,False,67
1395,2,50,100,50,150,150,魔導石,マジックアロー,False,False,64
1395,3,50,100,50,150,150,魔導石,マジックアロー,False,False,58
1396,1,70,100,50,150,130,魔導石,マジックアロー,False,False,51
1396,2,70,100,50,150,130,魔導石,マジックアロー,False,False,59
1396,3,70,100,50,150,130,魔導石,マジックアロー,False,False,69
1397,3,50,150,50,150,100,魔導石,マジックアロー,False,False,55
1398,1,100,150,120,50,80,槍,シュート,False,False,26
1398,2,100,150,120,50,80,槍,シュート,False,False,16
1399,1,50,50,100,150,150,魔導石,マジックブラスト,False,False,83
1399,2,50,50,100,150,150,魔導石,マジックブラスト,False,False,84
1399,3,50,50,100,150,150,魔導石,マジックブラスト,False,False,76
1400,5,100,150,150,50,50,格闘,通常攻撃,False,False,11
1402,1,150,100,150,50,50,斧,スラッシュ,False,False,86
1402,2,150,100,150,50,50,斧,スラッシュ,True,False,148
1403,1,50,50,100,150,150,魔導石,通常攻撃,False,False,55
1403,2,50,50,100,150,150,魔導石,通常攻撃,False,False,57
1403,3,50,50,100,150,150,魔導石,通常攻撃,False,False,49
1404,3,130,150,80,60,80,銛,チャージ,False,False,13
1405,1,120,150,100,50,80,細剣,スラッシュ,False,False,20
1405,3,120,150,100,50,80,細剣,スラッシュ,False,False,22
1406,1,110,100,130,70,90,長剣,シュート,False,False,30
1406,2,110,100,130,70,90,長剣,スラッシュ,True,False,61
1406,3,110,100,130,70,90,長剣,シュート,False,False,26
1407,1,120,90,130,60,100,銛,シュート,False,False,16
1407,2,120,90,130,60,100,銛,シュート,False,False,17
1408,2,120,150,130,50,50,短剣,スラッシュ,False,False,12
1408,3,120,150,130,50,50,短剣,スラッシュ,False,False,16
1408,4,120,150,130,50,50,短剣,スラッシュ,False,False,14
1409,2,70,150,80,50,150,網,スラッシュ,True,False,18
1409,3,70,150,80,50,150,網,スラッシュ,False,False,7
1410,1,100,50,50,150,150,魔導石,通常攻撃,False,False,41
1410,2,100,50,50,150,150,魔導石,通常攻撃,False,False,53
1410,3,100,50,50,150,150,魔導石,通常攻撃,False,False,60
1411,1,150,100,150,50,50,錨,チャージ,False,False,100
1411,2,150,100,150,50,50,錨,チャージ,False,False,94
1411,3,150,100,150,50,50,錨,チャージ,False,False,90
1412,1,150,50,100,50,150,長剣,チャージ,False,False,16
1412,3,150,50,100,50,150,長剣,チャージ,False,False,22
1413,1,150,100,150,50,50,錨,シュート,False,True,70
1413,2,150,100,150,50,50,錨,シュート,False,False,54
1414,1,50,50,100,150,150,魔導石,マジックアロー,False,False,57
1414,2,50,50,100,150,150,魔導石,マジックアロー,False,False,54
1414,3,50,50,100,150,150,魔導石,マジックアロー,False,False,73
1415,3,150,150,100,50,50,斧,スラッシュ,False,False,40
1415,4,150,150,100,50,50,斧,スラッシュ,False,False,58
1416,1,150,50,100,50,150,錨,チャージ,False,False,41
1416,2,150,50,100,50,150,錨,チャージ,False,False,79
1417,1,140,140,120,50,50,ボウガン,スラッシュ,False,False,23
1417,2,140,140,120,50,50,ボウガン,スラッシュ,False,False,19
1417,3,140,140,120,50,50,ボウガン,スラッシュ,False,False,26
1419,1,150,50,50,150,100,魔導石,マジックアロー,False,False,52
1419,2,150,50,50,150,100,魔導石,マジックアロー,False,False,67
1419,3,150,50,50,150,100,魔導石,マジックアロー,False,True,86
1420,2,130,150,120,50,50,短剣,スラッシュ,False,False,12
1420,3,130,150,120,50,50,短剣,スラッシュ,False,False,11
1420,4,130,150,120,50,50,短剣,スラッシュ,False,False,15
1421,1,90,130,80,140,60,杖,チャージ,False,False,14
1421,2,90,130,80,140,60,杖,チャージ,False,False,13
1421,3,90,130,80,140,60,杖,マジックアロー,False,True,62
1422,3,120,110,70,100,100,細剣,スラッシュ,True,False,33
1423,1,50,150,100,50,150,魔導石,マジックブレイク,False,False,29
1423,2,50,150,100,50,150,魔導石,マジックブレイク,False,False,34
1423,3,50,150,100,50,150,魔導石,マジックブレイク,False,False,35
1425,2,100,150,130,50,70,格闘,通常攻撃,False,False,8
1425,3,100,150,130,50,70,格闘,通常攻撃,False,False,8
